molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL3918491,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2ccccc2C(F)(F)F)cc2[nH]c(NCCN3CCOCC3)nc12,active,3.1
CHEMBL3915953,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2ccccc2C(F)(F)F)cc2[nH]c(NCCN(C)C)nc12,active,15.8
CHEMBL3917059,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2ccccc2C(F)(F)F)cc2[nH]c(N3CC(O)C3)nc12,active,1.9
CHEMBL3986801,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2ccccc2C(F)(F)F)cc2[nH]c(N3CC[C@H](N(C)C)C3)nc12,active,1.0
CHEMBL3981012,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2ccccc2C(F)(F)F)cc2[nH]c(N3CC[C@H](O)C3)nc12,active,2.1
CHEMBL3907421,CCN(CC)CCNc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,11.6
CHEMBL3969594,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2ccccc2C(F)(F)F)cc2[nH]c(NCCN3CCCC3)nc12,active,31.6
CHEMBL3951950,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2cc(Cl)ccc2Cl)cc2[nH]c(NCC(C)(C)O)nc12,active,3.9
CHEMBL3940919,COC(C)(C)CNc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3cc(Cl)ccc3Cl)cc2[nH]1,active,9.9
CHEMBL3926077,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2cc(Cl)ccc2Cl)cc2[nH]c(NCCOC(C)C)nc12,active,0.4
CHEMBL3897304,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2c(F)cccc2Cl)cc2[nH]c(NCCOC(C)C)nc12,active,0.4
CHEMBL3956169,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2c(F)cccc2Cl)cc2[nH]c(NCCOC(C)(C)C)nc12,active,2.3
CHEMBL3912512,COCC(C)(C)CNc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3c(F)cccc3Cl)cc2[nH]1,active,6.5
CHEMBL3902791,COC(C)(C)CNc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3c(F)cccc3Cl)cc2[nH]1,active,5.2
CHEMBL3895736,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2c(F)cccc2Cl)cc2[nH]c(NC[C@@H]3CCCO3)nc12,active,6.0
CHEMBL4107162,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2c(F)cccc2Cl)cc2[nH]c(NC[C@H]3CCCO3)nc12,active,9.7
CHEMBL3901839,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2c(F)cccc2Cl)cc2[nH]c(NCC(C)(C)CO)nc12,active,4.6
CHEMBL3960895,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2c(F)cccc2Cl)cc2[nH]c(NC(CO)C(C)C)nc12,active,0.5
CHEMBL3896359,Cc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3C(F)(F)F)cc3[nH]c(N(C)C)nc23)cc1Cl,active,4.9
CHEMBL3924377,CN(C)c1nc2c(C(=O)Nc3ccc(C(C)(C)C)cc3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,1.4
CHEMBL3964040,CN(C)c1nc2c(C(=O)Nc3ccc4c(c3)CCC4)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,1.0
CHEMBL3976999,Cc1ccc(NC(=O)c2cc(NC(=O)c3c(F)cccc3Cl)cc3[nH]c(N(C)C)nc23)cc1Cl,active,3.7
CHEMBL3938942,Cc1ccc(NC(=O)c2cc(NC(=O)c3c(Cl)cccc3Cl)cc3[nH]c(N(C)C)nc23)cc1Cl,active,3.2
CHEMBL3968493,Cc1ccc(NC(=O)c2cc(NC(=O)c3cc(Cl)ccc3Cl)cc3[nH]c(N(C)C)nc23)cc1Cl,active,3.6
CHEMBL3962924,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2cc(Cl)ccc2Cl)cc2[nH]c(C3CC3)nc12,active,0.7
CHEMBL3897430,Cc1ccc(NC(=O)c2cc(NC(=O)c3cc(Cl)ccc3Cl)cc3[nH]c(C4CC4)nc23)cc1Cl,active,1.0
CHEMBL3925094,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2cc(Cl)ccc2Cl)cc2[nH]c(C3(C)CC3)nc12,active,4.7
CHEMBL3897041,Cc1ccc(NC(=O)c2cc(NC(=O)c3cc(Cl)ccc3Cl)cc3[nH]c(C4(C)CC4)nc23)cc1Cl,active,2.5
CHEMBL3961622,COCc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3ccccc3S(C)(=O)=O)cc2[nH]1,active,42.3
CHEMBL3902537,COCCc1nc2c(C(=O)Nc3ccc(C)c(Cl)c3)cc(NC(=O)c3cc(Cl)ccc3Cl)cc2[nH]1,active,0.9
CHEMBL3969919,COCc1nc2c(C(=O)Nc3ccccc3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,5.2
CHEMBL3939660,CCCNC(=O)c1cc(NC(=O)c2ccccc2C(F)(F)F)cc2[nH]c(COC)nc12,active,140.4
CHEMBL3977641,COCc1nc2c(C(=O)Nc3cccnc3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,203.6
CHEMBL3951833,COCc1nc2c(C(=O)NCc3ccccc3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,26.9
CHEMBL3986933,COCc1nc2c(C(=O)NCC3CCCCC3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,5.3
CHEMBL3914790,COCc1nc2c(C(=O)Nc3cccc4ccccc34)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,2.0
CHEMBL3941309,COCc1nc2c(C(=O)Nc3ccsc3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,8.6
CHEMBL3976060,COCc1nc2c(C(=O)Nc3cccc4nsnc34)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,2.2
CHEMBL3958863,COCc1nc2c(C(=O)Nc3ccc4c(c3)S(=O)(=O)C=C4)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,661.1
CHEMBL3984083,COCc1nc2c(C(=O)NCc3cccs3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,68.2
CHEMBL3964580,COCc1nc2c(C(=O)Nc3ccc4[nH]ccc4c3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,26.5
CHEMBL3951237,COCc1nc2c(C(=O)Nc3nc4ccccc4s3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,15.6
CHEMBL3909865,COCc1nc2c(C(=O)NCC(C)(C)C)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,26.9
CHEMBL3971013,COCc1nc2c(C(=O)Nc3cccs3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,0.1
CHEMBL3980968,COCc1nc2c(C(=O)Nc3nc4cc(Cl)ccc4o3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,1.7
CHEMBL3910928,COCc1nc2c(C(=O)Nc3ccccc3Cc3ccccc3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,2.3
CHEMBL3951987,COCc1nc2c(C(=O)Nc3cccc4cccnc34)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,1.9
CHEMBL3920783,COCc1nc2c(C(=O)NCC3CCCCCC3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,1.9
CHEMBL3943251,COCc1nc2c(C(=O)Nc3nc4ccccc4o3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,7.7
CHEMBL3915288,COCc1nc2c(C(=O)Nc3nc4ccc(Cl)cc4o3)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,2.5
CHEMBL3938588,COCc1nc2c(C(=O)Nc3cccc(Cl)c3CO)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1,active,97.4
CHEMBL3928001,COCc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3ncccc3F)cc2[nH]1,active,56.2
CHEMBL3959014,COCc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3ccncc3Cl)cc2[nH]1,active,25.7
CHEMBL3922604,COCc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3c(Cl)cncc3Cl)cc2[nH]1,active,35.9
CHEMBL3950314,CCCCOc1ccc(Cl)c(C(=O)Nc2cc(C(=O)Nc3cccc(Cl)c3C)c3nc(COC)[nH]c3c2)c1,active,68.4
CHEMBL3956768,COCc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3cc(OCC(F)F)ccc3Cl)cc2[nH]1,active,201.0
CHEMBL3954895,COCc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3cc(OCCCC(F)(F)F)ccc3Cl)cc2[nH]1,active,404.0
CHEMBL4086788,CC(C)(C)C(=O)N[C@H]1CCC[C@H]1CNc1cc(Cl)ccc1C(=O)O,active,43.0
CHEMBL4067045,O=C(O)c1ccc(Cl)cc1NC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccccc2)CC1,active,2.0
CHEMBL4094518,O=C(O)c1ccc(Cl)cc1NC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,4.0
CHEMBL4078000,O=C(O)c1ccc(Cl)cc1OC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,2.0
CHEMBL4102262,O=C(O)c1ccc(Cl)cc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,1.0
CHEMBL4085873,Cc1ccc(C(=O)O)c(CC[C@@H]2CCC[C@@H]2NC(=O)C2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,active,1.0
CHEMBL4064335,O=C(O)c1ccc(F)cc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,1.0
CHEMBL4071976,O=C(O)c1ccccc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,2.0
CHEMBL4092750,O=C(O)c1cccnc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,6.0
CHEMBL4063350,O=C(O)c1ccccc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cn2)CC1,active,2.0
CHEMBL4084995,O=C(O)c1ccccc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(OC(F)(F)F)cc2)CC1,active,1.0
CHEMBL4101413,Cc1cccc2ccc(N3CCC(C(=O)N[C@H]4CCC[C@H]4CCc4ccccc4C(=O)O)CC3)nc12,active,1.0
CHEMBL4086788,CC(C)(C)C(=O)N[C@H]1CCC[C@H]1CNc1cc(Cl)ccc1C(=O)O,intermediate,8910.0
CHEMBL4067045,O=C(O)c1ccc(Cl)cc1NC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccccc2)CC1,active,81.0
CHEMBL4094518,O=C(O)c1ccc(Cl)cc1NC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,3.0
CHEMBL4078000,O=C(O)c1ccc(Cl)cc1OC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,8.0
CHEMBL4102262,O=C(O)c1ccc(Cl)cc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,1.0
CHEMBL4085873,Cc1ccc(C(=O)O)c(CC[C@@H]2CCC[C@@H]2NC(=O)C2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,active,3.0
CHEMBL4064335,O=C(O)c1ccc(F)cc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,6.0
CHEMBL4071976,O=C(O)c1ccccc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,5.0
CHEMBL4092750,O=C(O)c1cccnc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,21.0
CHEMBL4063350,O=C(O)c1ccccc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cn2)CC1,active,34.0
CHEMBL4084995,O=C(O)c1ccccc1CC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(OC(F)(F)F)cc2)CC1,active,10.0
CHEMBL4101413,Cc1cccc2ccc(N3CCC(C(=O)N[C@H]4CCC[C@H]4CCc4ccccc4C(=O)O)CC3)nc12,active,6.0
CHEMBL4067045,O=C(O)c1ccc(Cl)cc1NC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccccc2)CC1,active,21.0
CHEMBL4094518,O=C(O)c1ccc(Cl)cc1NC[C@@H]1CCC[C@@H]1NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,active,3.5
CHEMBL4076884,CC1(C)Oc2cc(C#Cc3cc(C(F)(F)F)ccc3Cl)ccc2-c2nc(-c3c(C#N)cccc3C#N)[nH]c21,intermediate,1196.0
CHEMBL4067941,CC1(C)Oc2cc(C#Cc3c(F)cccc3C(F)(F)F)ccc2-c2nc(-c3c(C#N)cccc3C#N)[nH]c21,active,835.9
CHEMBL4081601,CC1(C)Oc2cc(C#Cc3cc(Cl)ccc3Cl)ccc2-c2nc(-c3c(C#N)cccc3C#N)[nH]c21,intermediate,2320.0
CHEMBL4099603,CC1(C)Oc2cc(C#Cc3ccccc3OC(F)(F)F)ccc2-c2[nH]c(-c3c(C#N)cccc3C#N)nc21,active,266.7
CHEMBL4100563,CC1(C)Oc2cc(C#Cc3ccccc3C(F)(F)F)ccc2-c2nc(-c3c(C#N)cccc3C#N)[nH]c21,active,297.6
CHEMBL4073750,CC1(C)Oc2cc(C#Cc3ccccc3)ccc2-c2[nH]c(-c3c(C#N)cccc3C#N)nc21,active,984.0
CHEMBL4068992,CC1(C)Oc2cc(C#Cc3cc(C(F)(F)F)ccc3F)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,461.0
CHEMBL4097783,CC1(C)Oc2cc(C#Cc3ccc(F)c(C(F)(F)F)c3)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,intermediate,1252.0
CHEMBL4079758,CC1(C)Oc2cc(C#Cc3c(F)cccc3C(F)(F)F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,691.5
CHEMBL4071779,CC1(C)Oc2cc(C#Cc3cc(F)ccc3C(F)(F)F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,705.7
CHEMBL4081143,CC1(C)Oc2cc(C#Cc3ccc(Cl)cc3C(F)(F)F)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,intermediate,2828.0
CHEMBL4067927,CC1(C)Oc2cc(C#Cc3cc(Cl)ccc3F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,838.7
CHEMBL4097674,CC1(C)Oc2cc(C#Cc3cc(Cl)ccc3Cl)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,intermediate,1416.0
CHEMBL4082076,CC1(C)Oc2cc(C#Cc3ccccc3C(F)(F)F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,692.6
CHEMBL4100079,CC1(C)Oc2cc(C#Cc3ccccc3OC(F)(F)F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,578.0
CHEMBL4098187,CC1(C)Oc2nc(C#Cc3ccccc3C(F)(F)F)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,407.0
CHEMBL4071961,CC1(C)Oc2cc(C#Cc3ccccc3C(F)(F)F)ccc2-c2nc(-c3c(F)cncc3Cl)[nH]c21,active,169.7
CHEMBL4082588,CC1(C)Oc2cc(C#Cc3ccc(C(F)(F)F)cc3Cl)ccc2-c2nc(-c3c(F)cncc3Cl)[nH]c21,active,73.89
CHEMBL4067113,CC1(C)Oc2cc(C#Cc3cc(F)ccc3C(F)(F)F)ccc2-c2nc(-c3c(Cl)cncc3Cl)[nH]c21,active,31.5
CHEMBL4096707,CC1(C)Oc2cc(C#Cc3cc(C(F)(F)F)ccc3Cl)ccc2-c2nc(-c3c(Cl)cncc3Cl)[nH]c21,active,33.06
CHEMBL4076684,CC1(C)Oc2cc(C#Cc3ccccc3C(F)(F)F)ccc2-c2nc(-c3c(Cl)cncc3Cl)[nH]c21,active,81.28
CHEMBL4076884,CC1(C)Oc2cc(C#Cc3cc(C(F)(F)F)ccc3Cl)ccc2-c2nc(-c3c(C#N)cccc3C#N)[nH]c21,active,3.89
CHEMBL4067941,CC1(C)Oc2cc(C#Cc3c(F)cccc3C(F)(F)F)ccc2-c2nc(-c3c(C#N)cccc3C#N)[nH]c21,active,12.65
CHEMBL4081601,CC1(C)Oc2cc(C#Cc3cc(Cl)ccc3Cl)ccc2-c2nc(-c3c(C#N)cccc3C#N)[nH]c21,active,12.72
CHEMBL4099603,CC1(C)Oc2cc(C#Cc3ccccc3OC(F)(F)F)ccc2-c2[nH]c(-c3c(C#N)cccc3C#N)nc21,active,11.77
CHEMBL4100563,CC1(C)Oc2cc(C#Cc3ccccc3C(F)(F)F)ccc2-c2nc(-c3c(C#N)cccc3C#N)[nH]c21,active,15.9
CHEMBL4073750,CC1(C)Oc2cc(C#Cc3ccccc3)ccc2-c2[nH]c(-c3c(C#N)cccc3C#N)nc21,active,24.76
CHEMBL4062395,Cc1cnc(C#Cc2ccc3c(c2)OC(C)(C)c2[nH]c(-c4c(F)cccc4Cl)nc2-3)s1,active,464.8
CHEMBL4102673,CC1(C)Oc2cc(C#Cc3cncnc3)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,796.7
CHEMBL4073760,CC1(C)Oc2cc(C#Cc3ccncc3F)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,640.8
CHEMBL4064610,CC1(C)Oc2cc(C#Cc3ccc(C(F)(F)F)cn3)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,320.0
CHEMBL4090069,CC1(C)Oc2cc(C#Cc3ccc(C(F)(F)F)cc3Cl)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,28.2
CHEMBL4068992,CC1(C)Oc2cc(C#Cc3cc(C(F)(F)F)ccc3F)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,25.04
CHEMBL4097783,CC1(C)Oc2cc(C#Cc3ccc(F)c(C(F)(F)F)c3)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,29.65
CHEMBL4079758,CC1(C)Oc2cc(C#Cc3c(F)cccc3C(F)(F)F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,12.28
CHEMBL4071779,CC1(C)Oc2cc(C#Cc3cc(F)ccc3C(F)(F)F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,21.02
CHEMBL4081143,CC1(C)Oc2cc(C#Cc3ccc(Cl)cc3C(F)(F)F)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,7.76
CHEMBL4067927,CC1(C)Oc2cc(C#Cc3cc(Cl)ccc3F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,36.28
CHEMBL4095333,CC1(C)Oc2cc(C#Cc3c(Cl)cccc3Cl)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,11.22
CHEMBL4097674,CC1(C)Oc2cc(C#Cc3cc(Cl)ccc3Cl)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,9.3
CHEMBL4070505,CC1(C)Oc2cc(C#Cc3cccc(Cl)c3Cl)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,35.55
CHEMBL4089944,CC1(C)Oc2cc(C#Cc3ccc(C(F)(F)F)cc3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,61.81
CHEMBL4061881,CC1(C)Oc2cc(C#Cc3cccc(C(F)(F)F)c3)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,29.31
CHEMBL4082076,CC1(C)Oc2cc(C#Cc3ccccc3C(F)(F)F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,15.61
CHEMBL4100079,CC1(C)Oc2cc(C#Cc3ccccc3OC(F)(F)F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,19.85
CHEMBL4071550,CC1(C)Oc2cc(C#Cc3ccc(Cl)cc3)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,38.24
CHEMBL4092331,CC1(C)Oc2cc(C#Cc3cccc(Cl)c3)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,39.16
CHEMBL4062927,CC1(C)Oc2cc(C#Cc3ccccc3Cl)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,64.68
CHEMBL4084591,CC1(C)Oc2cc(C#Cc3ccccc3)ccc2-c2nc(-c3c(F)cccc3Cl)[nH]c21,active,83.02
CHEMBL4069833,CC1(C)Oc2cc(-c3cccc(OC(F)(F)F)c3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,56.89
CHEMBL4103621,CC1(C)Oc2cc(-c3cccc(C(F)(F)F)c3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,92.94
CHEMBL4085691,CC1(C)Oc2cc(-c3ccc(C(F)(F)F)cc3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,191.4
CHEMBL4095705,CC1(C)Oc2cc(Br)ccc2-c2[nH]c(-c3c(Br)cccc3Br)nc21,active,709.5
CHEMBL4065822,CC1(C)Oc2cc(Cl)ccc2-c2[nH]c(-c3c(Br)cccc3Br)nc21,active,325.2
CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,active,1.9
CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,active,56.0
CHEMBL4069833,CC1(C)Oc2cc(-c3cccc(OC(F)(F)F)c3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,839.7
CHEMBL4103621,CC1(C)Oc2cc(-c3cccc(C(F)(F)F)c3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,616.1
CHEMBL4102098,CC1(C)Oc2cc(C(=O)Nc3ccc(Cl)c(F)c3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,187.3
CHEMBL4068986,CC1(C)Oc2cc(C(=O)Nc3ccc(C(F)(F)F)cc3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,active,252.2
CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,intermediate,2700.0
CHEMBL4098732,COc1cc(-c2cc(=O)c3c(O)c(C/C=C(\C)CCC=C(C)C)c(O)cc3o2)ccc1O,intermediate,1800.0
CHEMBL4082457,COc1cc(O)cc(CCc2ccc(OC)c(O)c2CC=C(C)C)c1,inactive,10000.0
CHEMBL4074135,O=C(Oc1cccc2c1C(=O)c1nc3nonc3nc1-2)c1ccccc1,intermediate,4600.0
CHEMBL4091339,O=C(Oc1ccc2c(c1)-c1nc3nonc3nc1C2=O)c1ccccc1,intermediate,2400.0
CHEMBL4101548,O=C(Oc1ccc2c(c1)C(=O)c1nc3nonc3nc1-2)c1ccccc1,intermediate,2400.0
CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,intermediate,2500.0
CHEMBL4069303,CC(=O)c1c(O)c(C(CC(C)C)c2c(O)c3c(c(C(C)=O)c2O)OC(C)(C)C=C3)c(O)c2c1OC(C)(C)C=C2,intermediate,1200.0
CHEMBL4096534,C=C(C)C1Cc2c(O)c(C(CC(C)C)c3c(O)c4c(c(C(C)=O)c3O)OC(C(=C)C)C4)c(O)c(C(C)=O)c2O1,inactive,10000.0
CHEMBL4080027,CC(=O)c1c(O)c(C/C=C(/C)CCC=C(C)C)c(O)c(C(CC(C)C)c2c(O)c(C/C=C(\C)CCC=C(C)C)c(O)c(C(C)=O)c2O)c1O,intermediate,5340.0
CHEMBL4104264,CC(=O)c1c(O)c(CC=C(C)C)c(O)c(C(CC(C)C)c2c(O)c(CC=C(C)C)c(O)c(C(C)=O)c2O)c1O,inactive,10000.0
CHEMBL4087914,CC(=O)c1c(O)cc(O)c(C(CC(C)C)c2c(O)cc(O)c(C(C)=O)c2O)c1O,active,1000.0
CHEMBL1242095,CC(=O)c1c(O)cc(O)c(C/C=C(\C)CCC=C(C)C)c1O,intermediate,3500.0
CHEMBL1241050,CC(=O)c1c(O)cc(O)c(CC=C(C)C)c1O,inactive,10000.0
CHEMBL4075212,C=C(C)[C@@H](O)Cc1c(O)c(C(C)=O)c(O)c(C(CC(C)C)c2c(O)c(CC=C(C)C)c(OC)c(C(C)=O)c2O)c1O,intermediate,1100.0
CHEMBL1992376,COc1c(CC=C(C)C)c(O)c(C(CC(C)C)c2c(O)c(C(C)=O)c(O)c3c2OC(C(C)(C)O)C3)c(O)c1C(C)=O,intermediate,1300.0
CHEMBL1984096,COc1c(CC=C(C)C)c(O)c(C(CC(C)C)c2c(O)c3c(c(C(C)=O)c2O)OC(C(C)(C)O)C3)c(O)c1C(C)=O,intermediate,1100.0
CHEMBL4077368,COc1c(CC=C(C)C)c(O)c(C(CC(C)C)c2c(O)c(C(C)=O)c(O)c3c2OC(C)(C)C(O)C3)c(O)c1C(C)=O,intermediate,1900.0
CHEMBL4078358,COc1c(CC=C(C)C)c(O)c(C(CC(C)C)c2c(O)c3c(c(C(C)=O)c2O)OC(C)(C)C(O)C3)c(O)c1C(C)=O,intermediate,2700.0
CHEMBL4101532,COc1c(CC=C(C)C)c(O)c(C(CC(C)C)c2c(O)c3c(c(C(C)=O)c2O)OC(C)(C)C=C3)c(O)c1C(C)=O,intermediate,4200.0
CHEMBL488313,COc1c(CC=C(C)C)c(O)c(C(CC(C)C)c2c(O)c(CC=C(C)C)c(O)c(C(C)=O)c2O)c(O)c1C(C)=O,intermediate,1100.0
CHEMBL4060515,CC(=O)O[C@H]1CC[C@]2(C)C3C[C@@]4(C)C(CCC4[C@@H](C)CCCC(C)C)C[C@]3(C#N)n3c(=O)n(-c4ccccc4)c(=O)n3[C@]2(C#N)C1,active,276.0
CHEMBL4077049,O=[N+]([O-])c1ccc(N/N=C(\C=C\c2ccc3c(c2)OCO3)c2cnc(Nc3ccc(Cl)c(Cl)c3)s2)c([N+](=O)[O-])c1,active,284.0
CHEMBL2107052,CCCCOc1ccc(NC(=S)Nc2ccc(N(C)C)cc2)cc1,active,370.0
